problemName,vehicleFileID,cutoffTime,problemType,problemTypeString,numUAVs,numTrucks,requireTruckAtDepot,requireDriver,Etype,ITER,runString,numCustomers,timestamp,ofv,bestBound,totalTime,isOptimal,numUAVcust,numTruckCust,waitingTruck,waitingUAV
20170606T123231190878, 101, 30.000000, 2, mFSTSP Heuristic, 3, -1, True, True, 5, 1, main.py,25, 2024-09-13 14:36:26, 4728.746155, -1.000000, 636.878554, False, 18, 7, 1560.000000, 5691.345504 
20170606T114000833192, 101, 30.000000, 2, mFSTSP Heuristic, 1, -1, True, True, 5, 1, main.py,50, 2024-09-13 14:38:32, 12330.277207, -1.000000, 646.785177, False, 16, 34, 1416.469057, 2813.390103 
20170606T123231190878, 101, 30.000000, 2, mFSTSP Heuristic, 4, -1, True, True, 5, 1, main.py,25, 2024-09-13 14:37:39, 4296.573141, -1.000000, 653.151081, False, 19, 6, 1650.000000, 6066.326483 
20170606T114000833192, 101, 30.000000, 2, mFSTSP Heuristic, 3, -1, True, True, 5, 1, main.py,50, 2024-09-13 14:38:48, 10811.308253, -1.000000, 667.524452, False, 26, 24, 2310.000000, 6541.338485 
20170606T114000833192, 101, 30.000000, 2, mFSTSP Heuristic, 2, -1, True, True, 5, 1, main.py,50, 2024-09-13 14:38:42, 11235.064042, -1.000000, 671.320144, False, 23, 27, 2084.486570, 3806.225981 
20170606T123331779163, 101, 30.000000, 2, mFSTSP Heuristic, 1, -1, True, True, 5, 1, main.py,25, 2024-09-13 14:39:06, 6412.338713, -1.000000, 672.545844, False, 10, 15, 955.221409, 1021.636265 
20170606T123331779163, 101, 30.000000, 2, mFSTSP Heuristic, 2, -1, True, True, 5, 1, main.py,25, 2024-09-13 14:39:07, 5742.353315, -1.000000, 674.356008, False, 13, 12, 1258.297929, 2220.722160 
20170606T123331779163, 101, 30.000000, 2, mFSTSP Heuristic, 3, -1, True, True, 5, 1, main.py,25, 2024-09-13 14:39:09, 5554.386873, -1.000000, 675.941801, False, 13, 12, 1080.000000, 3455.347413 
20170606T123331779163, 101, 30.000000, 2, mFSTSP Heuristic, 4, -1, True, True, 5, 1, main.py,25, 2024-09-13 14:39:11, 5545.162923, -1.000000, 677.559442, False, 12, 13, 990.000000, 2973.755091 
20170606T181644949435, 101, 30.000000, 2, mFSTSP Heuristic, 1, -1, True, True, 5, 1, main.py,25, 2024-09-13 14:39:12, 8979.823548, -1.000000, 678.639760, False, 11, 14, 1001.237100, 1474.723438 
20170606T181644949435, 101, 30.000000, 2, mFSTSP Heuristic, 2, -1, True, True, 5, 1, main.py,25, 2024-09-13 14:39:14, 7481.426427, -1.000000, 682.245886, False, 16, 9, 1379.999999, 3410.983973 
20170606T181644949435, 101, 30.000000, 2, mFSTSP Heuristic, 3, -1, True, True, 5, 1, main.py,25, 2024-09-13 14:39:17, 7175.972205, -1.000000, 684.155049, False, 17, 8, 1500.000000, 6076.206485 
20170606T181644949435, 101, 30.000000, 2, mFSTSP Heuristic, 4, -1, True, True, 5, 1, main.py,25, 2024-09-13 14:39:19, 6558.631711, -1.000000, 686.554074, False, 19, 6, 1620.000000, 8152.488689 
20170606T113651352937, 101, 30.000000, 2, mFSTSP Heuristic, 1, -1, True, True, 5, 1, main.py,25, 2024-09-13 14:39:22, 8424.877387, -1.000000, 687.755203, False, 12, 13, 1421.417735, 1695.340767 
20170606T113651352937, 101, 30.000000, 2, mFSTSP Heuristic, 2, -1, True, True, 5, 1, main.py,25, 2024-09-13 14:39:23, 7162.377070, -1.000000, 689.831343, False, 15, 10, 1290.000000, 3898.804872 
20170606T114000833192, 101, 30.000000, 2, mFSTSP Heuristic, 4, -1, True, True, 5, 1, main.py,50, 2024-09-13 14:39:03, 10800.642436, -1.000000, 690.135539, False, 27, 23, 2399.999991, 13159.919030 
20170606T113651352937, 101, 30.000000, 2, mFSTSP Heuristic, 3, -1, True, True, 5, 1, main.py,25, 2024-09-13 14:39:25, 6464.651756, -1.000000, 694.669385, False, 18, 7, 1590.000000, 6393.535071 
20170608T121651164057, 101, 30.000000, 2, mFSTSP Heuristic, 1, -1, True, True, 5, 1, main.py,10, 2024-09-13 14:39:30, 3422.760190, -1.000000, 695.133344, False, 4, 6, 383.553344, 902.976504 
20170608T121651164057, 101, 30.000000, 2, mFSTSP Heuristic, 2, -1, True, True, 5, 1, main.py,10, 2024-09-13 14:39:30, 3290.244993, -1.000000, 695.316576, False, 6, 4, 480.000000, 1642.887060 
20170608T121651164057, 101, 30.000000, 2, mFSTSP Heuristic, 3, -1, True, True, 5, 1, main.py,10, 2024-09-13 14:39:30, 3111.963397, -1.000000, 695.597624, False, 7, 3, 540.000000, 3466.799049 
20170608T121651164057, 101, 30.000000, 2, mFSTSP Heuristic, 4, -1, True, True, 5, 1, main.py,10, 2024-09-13 14:39:30, 3111.963397, -1.000000, 695.925749, False, 7, 3, 570.000000, 3045.349434 
20170606T114330252507, 101, 30.000000, 2, mFSTSP Heuristic, 1, -1, True, True, 5, 1, main.py,50, 2024-09-13 14:39:31, 12722.471392, -1.000000, 707.822396, False, 21, 29, 2229.635661, 2394.955074 
20170606T113651352937, 101, 30.000000, 2, mFSTSP Heuristic, 4, -1, True, True, 5, 1, main.py,25, 2024-09-13 14:39:25, 6174.798829, -1.000000, 726.389339, False, 19, 6, 1650.000000, 8953.845927 
20170606T114330252507, 101, 30.000000, 2, mFSTSP Heuristic, 2, -1, True, True, 5, 1, main.py,50, 2024-09-13 14:39:43, 12392.177820, -1.000000, 742.608016, False, 28, 22, 2490.000000, 4984.806771 
20170606T114330252507, 101, 30.000000, 2, mFSTSP Heuristic, 3, -1, True, True, 5, 1, main.py,50, 2024-09-13 14:40:01, 11800.685455, -1.000000, 759.693823, False, 32, 18, 2790.000000, 10212.663749 
20170606T115303341654, 101, 30.000000, 2, mFSTSP Heuristic, 1, -1, True, True, 5, 1, main.py,50, 2024-09-13 14:40:35, 12747.994291, -1.000000, 769.713914, False, 21, 29, 2052.727860, 1674.046645 
20170606T114330252507, 101, 30.000000, 2, mFSTSP Heuristic, 4, -1, True, True, 5, 1, main.py,50, 2024-09-13 14:40:18, 10770.829896, -1.000000, 815.559041, False, 33, 17, 2925.167070, 12058.352338 
20170606T115303341654, 101, 30.000000, 2, mFSTSP Heuristic, 3, -1, True, True, 5, 1, main.py,50, 2024-09-13 14:41:31, 10778.283234, -1.000000, 907.928357, False, 33, 17, 2910.000000, 9831.827831 
20170606T115303341654, 101, 30.000000, 2, mFSTSP Heuristic, 2, -1, True, True, 5, 1, main.py,50, 2024-09-13 14:40:45, 11812.977896, -1.000000, 923.466517, False, 29, 21, 2609.999954, 5937.561304 
20170608T122108589505, 101, 30.000000, 2, mFSTSP Heuristic, 1, -1, True, True, 5, 1, main.py,10, 2024-09-13 14:43:19, 1583.743626, -1.000000, 924.261544, False, 4, 6, 330.000000, 415.661057 
20170608T122108589505, 101, 30.000000, 2, mFSTSP Heuristic, 2, -1, True, True, 5, 1, main.py,10, 2024-09-13 14:43:19, 1523.438881, -1.000000, 924.757120, False, 5, 5, 390.000000, 509.534041 
20170608T122108589505, 101, 30.000000, 2, mFSTSP Heuristic, 3, -1, True, True, 5, 1, main.py,10, 2024-09-13 14:43:20, 1523.438881, -1.000000, 924.895812, False, 5, 5, 360.000000, 563.510211 
20170608T122108589505, 101, 30.000000, 2, mFSTSP Heuristic, 4, -1, True, True, 5, 1, main.py,10, 2024-09-13 14:43:20, 1523.438881, -1.000000, 925.160504, False, 5, 5, 360.000000, 563.510211 
20170606T123727622253, 101, 30.000000, 2, mFSTSP Heuristic, 1, -1, True, True, 5, 1, main.py,50, 2024-09-13 14:43:20, 9122.183061, -1.000000, 941.701965, False, 20, 30, 2189.994734, 2420.360922 
20170606T115303341654, 101, 30.000000, 2, mFSTSP Heuristic, 4, -1, True, True, 5, 1, main.py,50, 2024-09-13 14:43:03, 10856.066254, -1.000000, 977.903554, False, 32, 18, 2879.999958, 9932.304250 
20170606T123800566693, 101, 30.000000, 2, mFSTSP Heuristic, 3, -1, True, True, 5, 1, main.py,50, 2024-09-13 14:35:24, 7430.489553, -1.000000, 1108.871715, False, 32, 18, 2789.999999, 6425.373309 
20170606T123800566693, 101, 30.000000, 2, mFSTSP Heuristic, 4, -1, True, True, 5, 1, main.py,50, 2024-09-13 14:35:51, 7188.884627, -1.000000, 1206.991430, False, 33, 17, 2879.999999, 8317.670038 
20170606T183158840946, 101, 30.000000, 2, mFSTSP Heuristic, 1, -1, True, True, 5, 1, main.py,25, 2024-09-13 14:48:02, 5762.027187, -1.000000, 1209.253166, False, 12, 13, 1231.915981, 762.424496 
20170606T183158840946, 101, 30.000000, 2, mFSTSP Heuristic, 2, -1, True, True, 5, 1, main.py,25, 2024-09-13 14:48:04, 5215.522864, -1.000000, 1220.486330, False, 14, 11, 1229.999973, 3446.596933 
20170606T183158840946, 101, 30.000000, 2, mFSTSP Heuristic, 3, -1, True, True, 5, 1, main.py,25, 2024-09-13 14:48:16, 5237.372593, -1.000000, 1224.405669, False, 15, 10, 1320.000000, 3782.674211 
20170606T183158840946, 101, 30.000000, 2, mFSTSP Heuristic, 4, -1, True, True, 5, 1, main.py,25, 2024-09-13 14:48:19, 5237.372593, -1.000000, 1226.906469, False, 15, 10, 1320.000000, 4018.272340 
20170606T123727622253, 101, 30.000000, 2, mFSTSP Heuristic, 3, -1, True, True, 5, 1, main.py,50, 2024-09-13 14:44:14, 8225.392566, -1.000000, 1234.685934, False, 32, 18, 2849.999998, 8657.259552 
20170606T123727622253, 101, 30.000000, 2, mFSTSP Heuristic, 2, -1, True, True, 5, 1, main.py,50, 2024-09-13 14:43:37, 8283.676728, -1.000000, 1297.343045, False, 28, 22, 2563.319834, 4452.422140 
20170606T123727622253, 101, 30.000000, 2, mFSTSP Heuristic, 4, -1, True, True, 5, 1, main.py,50, 2024-09-13 14:46:24, 7726.864858, -1.000000, 1473.971489, False, 33, 17, 2909.999784, 12747.590174 
